Latitude,Longitude,Elevation
51.21065000,-115.603530,1639.0
51.21069000,-115.603520,1639.0
51.21072000,-115.603520,1639.0
51.21075000,-115.603540,1639.0
51.21078000,-115.603570,1639.0
51.21081000,-115.603620,1640.0
51.21084000,-115.603650,1640.0
51.21087000,-115.603660,1640.0
51.21091000,-115.603680,1640.0
51.21094000,-115.603690,1640.0
51.21096000,-115.603690,1640.0
51.21100000,-115.603680,1640.0
51.21104000,-115.603680,1639.0
51.21108000,-115.603680,1639.0
51.21111000,-115.603670,1639.0
51.21115000,-115.603660,1638.0
51.21116000,-115.603620,1638.0
51.21118000,-115.603610,1637.0
51.21121000,-115.603620,1637.0
51.21125000,-115.603620,1637.0
51.21128000,-115.603610,1637.0
51.21131000,-115.603580,1636.0
51.21134000,-115.603540,1635.0
51.21136000,-115.603500,1634.0
51.21139000,-115.603470,1633.0
51.21141000,-115.603430,1633.0
51.21144000,-115.603430,1633.0
51.21147000,-115.603470,1633.0
51.21151000,-115.603510,1634.0
51.21154000,-115.603540,1635.0
51.21157000,-115.603590,1636.0
51.21159000,-115.603630,1637.0
51.21160000,-115.603690,1638.0
51.21161000,-115.603730,1639.0
51.21163000,-115.603770,1640.0
51.21166000,-115.603820,1641.0
51.21169000,-115.603840,1642.0
51.21172000,-115.603850,1642.0
51.21175000,-115.603850,1642.0
51.21178000,-115.603860,1642.0
51.21181000,-115.603860,1642.0
51.21184000,-115.603860,1642.0
51.21187000,-115.603840,1642.0
51.21190000,-115.603830,1642.0
51.21193000,-115.603820,1642.0
51.21195000,-115.603810,1642.0
51.21195000,-115.603750,1641.0
51.21199000,-115.603720,1640.0
51.21203000,-115.603710,1639.0
51.21206000,-115.603700,1639.0
51.21208000,-115.603680,1638.0
51.21212000,-115.603660,1638.0
51.21215000,-115.603640,1637.0
51.21217000,-115.603620,1637.0
51.21220000,-115.603600,1636.0
51.21224000,-115.603590,1636.0
51.21229000,-115.603570,1636.0
51.21232000,-115.603550,1635.0
51.21234000,-115.603520,1635.0
51.21237000,-115.603500,1634.0
51.21242000,-115.603500,1634.0
51.21245000,-115.603490,1634.0
51.21249000,-115.603480,1634.0
51.21252000,-115.603470,1634.0
51.21256000,-115.603450,1634.0
51.21259000,-115.603430,1634.0
51.21262000,-115.603400,1634.0
51.21266000,-115.603380,1634.0
51.21269000,-115.603360,1634.0
51.21273000,-115.603360,1635.0
51.21277000,-115.603350,1635.0
51.21280000,-115.603340,1635.0
51.21283000,-115.603310,1635.0
51.21285000,-115.603280,1634.0
51.21289000,-115.603250,1634.0
51.21293000,-115.603220,1634.0
51.21296000,-115.603190,1634.0
51.21299000,-115.603180,1634.0
51.21302000,-115.603190,1635.0
51.21306000,-115.603190,1636.0
51.21309000,-115.603190,1636.0
51.21313000,-115.603180,1637.0
51.21316000,-115.603180,1637.0
51.21319000,-115.603180,1638.0
51.21323000,-115.603170,1638.0
51.21326000,-115.603160,1638.0
51.21329000,-115.603150,1639.0
51.21332000,-115.603140,1639.0
51.21334000,-115.603110,1639.0
51.21338000,-115.603090,1639.0
51.21342000,-115.603070,1640.0
51.21345000,-115.603050,1640.0
51.21349000,-115.603040,1641.0
51.21352000,-115.603040,1641.0
51.21356000,-115.603040,1642.0
51.21360000,-115.603050,1643.0
51.21363000,-115.603040,1643.0
51.21367000,-115.603040,1644.0
51.21369000,-115.603030,1643.0
51.21373000,-115.603030,1644.0
51.21376000,-115.603010,1644.0
51.21379000,-115.602990,1643.0
51.21383000,-115.602970,1643.0
51.21387000,-115.602970,1643.0
51.21390000,-115.602990,1644.0
51.21394000,-115.603000,1644.0
51.21398000,-115.603000,1644.0
51.21400000,-115.603010,1644.0
51.21403000,-115.603030,1645.0
51.21407000,-115.603060,1646.0
51.21410000,-115.603090,1646.0
51.21413000,-115.603120,1647.0
51.21416000,-115.603130,1648.0
51.21420000,-115.603140,1648.0
51.21422000,-115.603130,1647.0
51.21425000,-115.603110,1646.0
51.21429000,-115.603110,1646.0
51.21432000,-115.603120,1646.0
51.21435000,-115.603110,1645.0
51.21439000,-115.603110,1645.0
51.21442000,-115.603130,1645.0
51.21445000,-115.603160,1646.0
51.21448000,-115.603170,1646.0
51.21451000,-115.603200,1646.0
51.21454000,-115.603210,1646.0
51.21458000,-115.603220,1646.0
51.21461000,-115.603220,1645.0
51.21464000,-115.603220,1645.0
51.21467000,-115.603230,1645.0
51.21471000,-115.603230,1644.0
51.21474000,-115.603250,1644.0
51.21478000,-115.603260,1644.0
51.21482000,-115.603280,1644.0
51.21485000,-115.603280,1644.0
51.21487000,-115.603300,1645.0
51.21490000,-115.603320,1645.0
51.21493000,-115.603320,1645.0
51.21497000,-115.603320,1644.0
51.21500000,-115.603340,1645.0
51.21501000,-115.603380,1645.0
51.21505000,-115.603390,1644.0
51.21507000,-115.603390,1644.0
51.21511000,-115.603400,1642.0
51.21514000,-115.603410,1642.0
51.21519000,-115.603410,1640.0
51.21523000,-115.603400,1638.0
51.21526000,-115.603400,1637.0
51.21529000,-115.603400,1636.0
51.21533000,-115.603400,1635.0
51.21537000,-115.603410,1635.0
51.21540000,-115.603430,1635.0
51.21542000,-115.603460,1635.0
51.21546000,-115.603480,1635.0
51.21548000,-115.603490,1635.0
51.21553000,-115.603500,1634.0
51.21556000,-115.603520,1634.0
51.21558000,-115.603550,1634.0
51.21561000,-115.603590,1635.0
51.21565000,-115.603610,1635.0
51.21568000,-115.603650,1635.0
51.21571000,-115.603670,1635.0
51.21575000,-115.603680,1635.0
51.21578000,-115.603710,1635.0
51.21582000,-115.603730,1635.0
51.21585000,-115.603740,1635.0
51.21588000,-115.603760,1634.0
51.21591000,-115.603790,1634.0
51.21594000,-115.603810,1634.0
51.21597000,-115.603840,1634.0
51.21599000,-115.603880,1634.0
51.21602000,-115.603900,1634.0
51.21604000,-115.603950,1633.0
51.21604000,-115.604000,1634.0
51.21605000,-115.604060,1634.0
51.21606000,-115.604100,1634.0
51.21608000,-115.604140,1634.0
51.21610000,-115.604180,1633.0
51.21612000,-115.604220,1632.0
51.21615000,-115.604260,1632.0
51.21617000,-115.604300,1631.0
51.21619000,-115.604330,1630.0
51.21622000,-115.604360,1629.0
51.21624000,-115.604400,1629.0
51.21627000,-115.604440,1628.0
51.21628000,-115.604500,1628.0
51.21629000,-115.604550,1627.0
51.21630000,-115.604610,1627.0
51.21631000,-115.604650,1627.0
51.21632000,-115.604710,1626.0
51.21631000,-115.604760,1627.0
51.21630000,-115.604800,1627.0
51.21629000,-115.604850,1627.0
51.21627000,-115.604910,1628.0
51.21627000,-115.604960,1628.0
51.21625000,-115.605010,1629.0
51.21623000,-115.605060,1629.0
51.21621000,-115.605110,1630.0
51.21619000,-115.605160,1631.0
51.21617000,-115.605200,1631.0
51.21615000,-115.605250,1632.0
51.21612000,-115.605310,1632.0
51.21610000,-115.605340,1633.0
51.21609000,-115.605390,1634.0
51.21608000,-115.605430,1635.0
51.21607000,-115.605470,1635.0
51.21606000,-115.605510,1636.0
51.21604000,-115.605550,1637.0
51.21602000,-115.605590,1639.0
51.21601000,-115.605640,1640.0
51.21601000,-115.605690,1641.0
51.21604000,-115.605720,1641.0
51.21607000,-115.605720,1640.0
51.21610000,-115.605700,1639.0
51.21613000,-115.605670,1637.0
51.21616000,-115.605640,1636.0
51.21618000,-115.605600,1634.0
51.21621000,-115.605600,1634.0
51.21624000,-115.605600,1634.0
51.21627000,-115.605580,1633.0
51.21630000,-115.605540,1632.0
51.21634000,-115.605520,1632.0
51.21638000,-115.605510,1631.0
51.21641000,-115.605490,1631.0
51.21643000,-115.605460,1631.0
51.21646000,-115.605450,1631.0
51.21648000,-115.605430,1631.0
51.21651000,-115.605390,1631.0
51.21655000,-115.605380,1631.0
51.21659000,-115.605380,1631.0
51.21663000,-115.605370,1631.0
51.21666000,-115.605350,1631.0
51.21668000,-115.605370,1631.0
51.21672000,-115.605380,1631.0
51.21675000,-115.605370,1631.0
51.21678000,-115.605360,1631.0
51.21681000,-115.605350,1631.0
51.21685000,-115.605350,1631.0
51.21688000,-115.605350,1631.0
51.21691000,-115.605350,1631.0
51.21696000,-115.605350,1630.0
51.21699000,-115.605370,1631.0
51.21702000,-115.605380,1631.0
51.21705000,-115.605390,1631.0
51.21709000,-115.605400,1631.0
51.21713000,-115.605380,1630.0
51.21716000,-115.605360,1630.0
51.21720000,-115.605360,1629.0
51.21724000,-115.605380,1629.0
51.21727000,-115.605390,1629.0
51.21730000,-115.605420,1629.0
51.21734000,-115.605440,1628.0
51.21737000,-115.605460,1628.0
51.21739000,-115.605480,1628.0
51.21742000,-115.605490,1628.0
51.21746000,-115.605500,1627.0
51.21749000,-115.605500,1627.0
51.21753000,-115.605520,1627.0
51.21755000,-115.605550,1628.0
51.21758000,-115.605590,1629.0
51.21760000,-115.605620,1630.0
51.21763000,-115.605650,1631.0
51.21765000,-115.605670,1632.0
51.21768000,-115.605690,1632.0
51.21771000,-115.605710,1633.0
51.21775000,-115.605710,1632.0
51.21778000,-115.605730,1632.0
51.21781000,-115.605750,1632.0
51.21785000,-115.605770,1632.0
51.21789000,-115.605790,1632.0
51.21792000,-115.605800,1632.0
51.21796000,-115.605830,1633.0
51.21799000,-115.605860,1633.0
51.21802000,-115.605890,1634.0
51.21806000,-115.605890,1633.0
51.21810000,-115.605890,1632.0
51.21814000,-115.605890,1631.0
51.21817000,-115.605900,1631.0
51.21820000,-115.605940,1631.0
51.21822000,-115.605980,1632.0
51.21825000,-115.606020,1632.0
51.21827000,-115.606040,1632.0
51.21830000,-115.606070,1632.0
51.21832000,-115.606100,1632.0
51.21835000,-115.606130,1632.0
51.21838000,-115.606160,1632.0
51.21840000,-115.606180,1632.0
51.21843000,-115.606210,1632.0
51.21847000,-115.606230,1631.0
51.21850000,-115.606260,1631.0
51.21853000,-115.606280,1631.0
51.21856000,-115.606310,1631.0
51.21859000,-115.606360,1631.0
51.21861000,-115.606380,1631.0
51.21864000,-115.606390,1631.0
51.21868000,-115.606410,1629.0
51.21870000,-115.606410,1629.0
51.21873000,-115.606420,1628.0
51.21877000,-115.606460,1627.0
51.21879000,-115.606490,1627.0
51.21881000,-115.606530,1627.0
51.21884000,-115.606570,1627.0
51.21887000,-115.606590,1627.0
51.21889000,-115.606650,1627.0
51.21890000,-115.606700,1627.0
51.21893000,-115.606740,1626.0
51.21895000,-115.606780,1625.0
51.21896000,-115.606820,1624.0
51.21898000,-115.606860,1623.0
51.21899000,-115.606910,1623.0
51.21901000,-115.606950,1622.0
51.21902000,-115.607000,1621.0
51.21904000,-115.607040,1620.0
51.21906000,-115.607080,1620.0
51.21908000,-115.607120,1618.0
51.21909000,-115.607160,1618.0
51.21910000,-115.607200,1618.0
51.21911000,-115.607260,1617.0
51.21913000,-115.607310,1615.0
51.21913000,-115.607370,1615.0
51.21912000,-115.607430,1615.0
51.21911000,-115.607470,1615.0
51.21910000,-115.607520,1615.0
51.21909000,-115.607580,1615.0
51.21909000,-115.607650,1614.0
51.21908000,-115.607690,1615.0
51.21907000,-115.607750,1615.0
51.21907000,-115.607810,1615.0
51.21906000,-115.607870,1615.0
51.21906000,-115.607920,1615.0
51.21907000,-115.607970,1615.0
51.21907000,-115.608030,1614.0
51.21906000,-115.608090,1615.0
51.21907000,-115.608160,1614.0
51.21908000,-115.608240,1613.0
51.21909000,-115.608280,1613.0
51.21910000,-115.608350,1612.0
51.21911000,-115.608400,1611.0
51.21913000,-115.608440,1610.0
51.21915000,-115.608470,1608.0
51.21917000,-115.608520,1607.0
51.21918000,-115.608570,1606.0
51.21918000,-115.608620,1607.0
51.21918000,-115.608670,1607.0
51.21917000,-115.608720,1608.0
51.21917000,-115.608770,1608.0
